case_id,submitted_at,complaint_type,ward_or_area,source_channel,assigned_department,predicted_department,routing_confidence,status,is_open_true,stale_risk_score,advisory
TOR311-C47010E7E09E,2026-04-10 17:20:21,Residential Organic Bin Whole Street Not Picked Up,Scarborough-Guildwood (24),Public 311 benchmark,Solid Waste Management Services,Solid Waste Management Services,0.9966,Cancelled,0,0.0008,Staff decision support only. Not an automated decision.
TOR311-1B8F696B233F,2026-04-13 10:07:50,Property Standards and Maintenance Violations,Scarborough-Agincourt (22),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9999,Completed,0,0.1628,Staff decision support only. Not an automated decision.
TOR311-B61D367D810B,2026-04-01 13:12:24,Catch Basin - Blocked / Flooding,Etobicoke-Lakeshore (03),Public 311 benchmark,Transportation Services,Transportation Services,0.9978,Completed,0,0.0355,Staff decision support only. Not an automated decision.
TOR311-1DD1276E06B1,2026-04-20 11:30:08,Pick up Dead Domestic Animals,York South-Weston (05),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9933,Completed,0,0.007,Staff decision support only. Not an automated decision.
TOR311-8A81DB32FEEB,2026-04-06 08:02:59,Pick up Dead Wildlife,Etobicoke North (01),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9978,Completed,0,0.0004,Staff decision support only. Not an automated decision.
TOR311-F9F16B700077,2026-04-03 19:31:26,Walkway - Damaged or Uneven,Don Valley West (15),Public 311 benchmark,Transportation Services,Transportation Services,0.9934,In Progress,1,0.3066,Staff decision support only. Not an automated decision.
TOR311-E809DC373BCA,2026-04-03 10:02:58,Residential - Garbage Day Collection - Not Picked Up,Toronto-Danforth (14),Public 311 benchmark,Solid Waste Management Services,Solid Waste Management Services,0.9998,Cancelled,0,0.0001,Staff decision support only. Not an automated decision.
TOR311-ED9E850D9F75,2026-04-03 16:53:55,Traffic Signal Equipment - Graffiti Complaint,University-Rosedale (11),Public 311 benchmark,Transportation Services,Transportation Services,0.9954,Completed,0,0.0597,Staff decision support only. Not an automated decision.
TOR311-114BE5DA1BA0,2026-04-30 12:07:26,Road Pothole / Road Damage,Scarborough-Guildwood (24),Public 311 benchmark,Transportation Services,Transportation Services,1.0,In Progress,1,0.0704,Staff decision support only. Not an automated decision.
TOR311-0E907F31773F,2026-04-06 06:59:06,Road Pothole / Road Damage,Etobicoke-Lakeshore (03),Public 311 benchmark,Transportation Services,Transportation Services,1.0,In Progress,1,0.0739,Staff decision support only. Not an automated decision.
TOR311-F987192BA044,2026-04-23 14:45:30,Residential Bin Lid Damaged,Scarborough Southwest (20),Public 311 benchmark,Solid Waste Management Services,Solid Waste Management Services,0.9996,Completed,0,0.0002,Staff decision support only. Not an automated decision.
TOR311-917932DA5450,2026-04-02 13:26:50,Residential: Garbage Bin: Exchange to Extra Large,Scarborough-Guildwood (24),Public 311 benchmark,Solid Waste Management Services,Solid Waste Management Services,0.992,Completed,0,0.0001,Staff decision support only. Not an automated decision.
TOR311-400C7ABC7AD5,2026-04-04 10:13:20,Contractor Complaint,Etobicoke Centre (02),Public 311 benchmark,Transportation Services,Transportation Services,0.9932,Completed,0,0.0668,Staff decision support only. Not an automated decision.
TOR311-80E6DB6E303C,2026-04-18 13:26:28,Clean up Litter on Sidewalks and Boulevards,Parkdale-High Park (04),Public 311 benchmark,Solid Waste Management Services,Solid Waste Management Services,0.9873,Completed,0,0.0034,Staff decision support only. Not an automated decision.
TOR311-9EE29ABD9CE9,2026-04-28 10:50:37,Road Pothole / Road Damage,Etobicoke North (01),Public 311 benchmark,Transportation Services,Transportation Services,1.0,Completed,0,0.1157,Staff decision support only. Not an automated decision.
TOR311-A94E37847B49,2026-04-21 16:01:38,Catch Basin - Blocked / Flooding,Parkdale-High Park (04),Public 311 benchmark,Transportation Services,Transportation Services,0.9971,Completed,0,0.1005,Staff decision support only. Not an automated decision.
TOR311-4B0C37806685,2026-04-23 10:08:04,Dangerous or Trapped Wildlife in a Park,Parkdale-High Park (04),Public 311 benchmark,Parks and Recreation,Municipal Licensing & Standards,0.4544,Cancelled,0,0.1349,Staff decision support only. Not an automated decision.
TOR311-528538AD1E9D,2026-04-01 15:23:04,Stump Removal,Toronto-St. Paul's (12),Public 311 benchmark,"Environment, Climate & Forestry","Environment, Climate & Forestry",0.9728,New,1,0.4073,Staff decision support only. Not an automated decision.
TOR311-55B25BC908C1,2026-04-13 08:24:00,Injured - Wildlife,Humber River-Black Creek (07),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.998,Closed,0,0.0021,Staff decision support only. Not an automated decision.
TOR311-26D60F57F00A,2026-04-23 20:51:23,Park Garbage Bin Overflowing,Scarborough Centre (21),Public 311 benchmark,Solid Waste Management Services,Solid Waste Management Services,0.9815,Cancelled,0,0.086,Staff decision support only. Not an automated decision.
TOR311-1D062BAF5825,2026-04-10 12:28:36,Property Standards and Maintenance Violations,Scarborough-Guildwood (24),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9999,In Progress,1,0.4786,Staff decision support only. Not an automated decision.
TOR311-289BA1BADB81,2026-04-23 14:24:52,Injured - Wildlife,Etobicoke Centre (02),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9983,Cancelled,0,0.0005,Staff decision support only. Not an automated decision.
TOR311-701BAFCC68FE,2026-04-21 07:52:18,Road - Graffiti Complaint,University-Rosedale (11),Public 311 benchmark,Transportation Services,Transportation Services,0.9698,Completed,0,0.2426,Staff decision support only. Not an automated decision.
TOR311-68D4B92CDD8C,2026-04-15 01:58:36,Stationary Motor Vehicle Noise,Scarborough North (23),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9926,Completed,0,0.008,Staff decision support only. Not an automated decision.
TOR311-2E35DA482FF5,2026-04-29 12:19:06,Park Litter and Garbage,Scarborough Southwest (20),Public 311 benchmark,Parks and Recreation,Parks and Recreation,0.9895,In Progress,1,0.1472,Staff decision support only. Not an automated decision.
TOR311-24FB4C4DD7AA,2026-04-28 22:32:15,Residential Oversized/Electronics Item Day Collection Not Picked Up,Scarborough-Rouge Park (25),Public 311 benchmark,Solid Waste Management Services,Solid Waste Management Services,0.9975,Completed,0,0.0001,Staff decision support only. Not an automated decision.
TOR311-10DD7938725F,2026-04-06 18:57:21,Residential: Garbage Bin: Additional Extra Large,Don Valley East (16),Public 311 benchmark,Solid Waste Management Services,Solid Waste Management Services,0.9742,Completed,0,0.0022,Staff decision support only. Not an automated decision.
TOR311-74A886D93903,2026-04-30 14:40:04,Traffic Signal Repair,York South-Weston (05),Public 311 benchmark,Transportation Services,Transportation Services,0.9977,Completed,0,0.087,Staff decision support only. Not an automated decision.
TOR311-37E7659D0D9A,2026-04-28 12:05:39,Publication Request - Solid Waste,Parkdale-High Park (04),Public 311 benchmark,311,311,0.9915,Completed,0,0.0007,Staff decision support only. Not an automated decision.
TOR311-B870EAD58B70,2026-04-14 14:31:48,Catch Basin - Blocked / Flooding,Eglinton-Lawrence (08),Public 311 benchmark,Transportation Services,Transportation Services,0.998,Completed,0,0.0186,Staff decision support only. Not an automated decision.
TOR311-2F0186650A6B,2026-04-19 12:07:36,Road Pothole / Road Damage,York Centre (06),Public 311 benchmark,Transportation Services,Transportation Services,1.0,Completed,0,0.1148,Staff decision support only. Not an automated decision.
TOR311-ED4F84213724,2026-04-09 16:11:11,Clean up Debris on Road,Etobicoke Centre (02),Public 311 benchmark,Transportation Services,Transportation Services,0.9963,Completed,0,0.0256,Staff decision support only. Not an automated decision.
TOR311-EDF040853A47,2026-04-18 15:24:58,Property Standards and Maintenance Violations,Scarborough-Agincourt (22),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9999,In Progress,1,0.2353,Staff decision support only. Not an automated decision.
TOR311-ECE2FF1988B5,2026-04-17 20:04:13,Sewer Service Line-Blocked,Scarborough Southwest (20),Public 311 benchmark,Toronto Water,Toronto Water,0.9999,In Progress,1,0.1046,Staff decision support only. Not an automated decision.
TOR311-B04CC17FCE01,2026-04-26 20:06:17,Road Pothole / Road Damage,Etobicoke North (01),Public 311 benchmark,Transportation Services,Transportation Services,1.0,In Progress,1,0.3156,Staff decision support only. Not an automated decision.
TOR311-9A67170F60EE,2026-04-01 16:07:11,Injured - Wildlife,Scarborough Centre (21),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9989,Completed,0,0.0004,Staff decision support only. Not an automated decision.
TOR311-3C08FFFE0193,2026-04-17 12:07:44,Bins - Complaint - Solid Waste Management,Willowdale (18),Public 311 benchmark,Solid Waste Management Services,Solid Waste Management Services,0.9896,Completed,0,0.008,Staff decision support only. Not an automated decision.
TOR311-3730212122F3,2026-04-06 18:08:16,Roadside Utility Cut - Settlement,York Centre (06),Public 311 benchmark,Transportation Services,Transportation Services,0.9777,Completed,0,0.2186,Staff decision support only. Not an automated decision.
TOR311-5D1F4D7095DA,2026-04-24 11:26:58,Pick up Dead Wildlife,Don Valley West (15),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9966,Completed,0,0.0013,Staff decision support only. Not an automated decision.
TOR311-1C8D72515F4B,2026-04-17 16:48:28,Residential / Yard Waste / Missed,Scarborough Centre (21),Public 311 benchmark,Solid Waste Management Services,Solid Waste Management Services,0.9819,Cancelled,0,0.0344,Staff decision support only. Not an automated decision.
TOR311-8C965AFC589A,2026-04-09 14:02:14,Missing/Damaged/Faded/Relocating Street Name or Traffic Signs,University-Rosedale (11),Public 311 benchmark,Transportation Services,Transportation Services,0.998,Completed,0,0.3781,Staff decision support only. Not an automated decision.
TOR311-0BC16AC5F740,2026-04-24 12:27:36,General Tree Maintenance,Willowdale (18),Public 311 benchmark,"Environment, Climate & Forestry","Environment, Climate & Forestry",0.9906,Completed,0,0.4472,Staff decision support only. Not an automated decision.
TOR311-D796BC6DB55A,2026-04-10 09:25:08,Road Pothole / Road Damage,York Centre (06),Public 311 benchmark,Transportation Services,Transportation Services,1.0,Completed,0,0.1045,Staff decision support only. Not an automated decision.
TOR311-0B61A1BFA70E,2026-04-02 14:03:29,Road Pothole / Road Damage,Humber River-Black Creek (07),Public 311 benchmark,Transportation Services,Transportation Services,0.9999,Completed,0,0.2024,Staff decision support only. Not an automated decision.
TOR311-3B1C4AEFF227,2026-04-11 04:09:14,Maintenance Hole-Damage,Parkdale-High Park (04),Public 311 benchmark,Toronto Water,Toronto Water,0.9812,New,1,0.1756,Staff decision support only. Not an automated decision.
TOR311-DE5942F3A1E5,2026-04-23 07:57:28,Road Pothole / Road Damage,Toronto-Danforth (14),Public 311 benchmark,Transportation Services,Transportation Services,1.0,In Progress,1,0.0099,Staff decision support only. Not an automated decision.
TOR311-25D5D0A943D6,2026-04-25 18:40:37,Maintenance Hole-Damage,Spadina-Fort York (10),Public 311 benchmark,Toronto Water,Toronto Water,0.9893,In Progress,1,0.1674,Staff decision support only. Not an automated decision.
TOR311-E9377F388361,2026-04-21 15:04:26,Road Pothole / Road Damage,York Centre (06),Public 311 benchmark,Transportation Services,Transportation Services,1.0,Completed,0,0.1016,Staff decision support only. Not an automated decision.
TOR311-EB1C7595CA1C,2026-04-10 12:32:40,Residential Bin Lid Damaged,York South-Weston (05),Public 311 benchmark,Solid Waste Management Services,Solid Waste Management Services,0.9995,Completed,0,0.0004,Staff decision support only. Not an automated decision.
TOR311-2B1F2DBAE40F,2026-04-01 16:34:17,Postering City Property / Structures,Toronto Centre (13),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.996,Completed,0,0.0527,Staff decision support only. Not an automated decision.
TOR311-4A70028C9C64,2026-04-24 21:16:07,Amplified or Musical Instrument Noise,Willowdale (18),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9982,In Progress,1,0.0548,Staff decision support only. Not an automated decision.
TOR311-AC776E5D61A5,2026-04-29 07:43:34,Property Standards and Maintenance Violations,Willowdale (18),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9999,In Progress,1,0.3696,Staff decision support only. Not an automated decision.
TOR311-485825833C2F,2026-04-20 18:11:24,Injured - Wildlife,Parkdale-High Park (04),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9985,Completed,0,0.0003,Staff decision support only. Not an automated decision.
TOR311-21B8B3D621BE,2026-04-28 21:34:17,Roadway Utility Cut - Settlement,Toronto Centre (13),Public 311 benchmark,Transportation Services,Transportation Services,0.9798,New,1,0.2096,Staff decision support only. Not an automated decision.
TOR311-066232B7AC64,2026-04-07 13:47:57,Road Pothole / Road Damage,Scarborough-Agincourt (22),Public 311 benchmark,Transportation Services,Transportation Services,1.0,Completed,0,0.0246,Staff decision support only. Not an automated decision.
TOR311-134F65E06BEB,2026-04-14 12:48:55,Property Standards and Maintenance Violations,Scarborough-Guildwood (24),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9999,Completed,0,0.2426,Staff decision support only. Not an automated decision.
TOR311-75AACF55C6D3,2026-04-06 10:18:02,Lead Water Pipes Record Search,University-Rosedale (11),Public 311 benchmark,Toronto Water,Toronto Water,0.9879,Completed,0,0.161,Staff decision support only. Not an automated decision.
TOR311-EB326EAD7D65,2026-04-22 23:04:12,Signs,Spadina-Fort York (10),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9894,Completed,0,0.1799,Staff decision support only. Not an automated decision.
TOR311-E852916D55DD,2026-04-07 17:13:37,Multi-residential Front End Loaded Garbage Not Picked Up,University-Rosedale (11),Public 311 benchmark,Solid Waste Management Services,Solid Waste Management Services,0.9932,Cancelled,0,0.0006,Staff decision support only. Not an automated decision.
TOR311-30859CAA9E84,2026-04-20 15:37:43,Property Standards and Maintenance Violations,York South-Weston (05),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9999,Completed,0,0.1366,Staff decision support only. Not an automated decision.
TOR311-52C3078631CC,2026-04-04 15:48:15,Maintenance Holes Lid Loose/Missing,Don Valley East (16),Public 311 benchmark,Transportation Services,Transportation Services,0.9932,Completed,0,0.0233,Staff decision support only. Not an automated decision.
TOR311-F2CA8C7052A7,2026-04-21 16:27:08,Pick up Dead Wildlife,Davenport (09),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.998,Completed,0,0.0007,Staff decision support only. Not an automated decision.
TOR311-814FFFD5F67C,2026-04-15 17:54:39,Zoning Regulations Violations,Scarborough Southwest (20),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9973,Completed,0,0.2458,Staff decision support only. Not an automated decision.
TOR311-FE6364C15D15,2026-04-29 22:38:41,Additional Residential Organic Bin,Don Valley West (15),Public 311 benchmark,Solid Waste Management Services,Solid Waste Management Services,0.982,In Progress,1,0.0022,Staff decision support only. Not an automated decision.
TOR311-9E88676C7CCC,2026-04-23 05:50:44,Maintenance Holes Lid Loose/Missing,Eglinton-Lawrence (08),Public 311 benchmark,Transportation Services,Transportation Services,0.9968,In Progress,1,0.1386,Staff decision support only. Not an automated decision.
TOR311-AEDD0BFBADC1,2026-04-17 11:07:16,Sewer Service Line-Blocked,Scarborough-Guildwood (24),Public 311 benchmark,Toronto Water,Toronto Water,0.9999,Completed,0,0.0598,Staff decision support only. Not an automated decision.
TOR311-E5016CCFC0ED,2026-04-16 10:43:34,Water Service Line - Low Pressure|| Low Flow - Ongoing,Toronto-Danforth (14),Public 311 benchmark,Toronto Water,Toronto Water,0.9943,Completed,0,0.3244,Staff decision support only. Not an automated decision.
TOR311-D3A70EBB2EB1,2026-04-28 08:52:24,Injured - Wildlife,Spadina-Fort York (10),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.999,Completed,0,0.0004,Staff decision support only. Not an automated decision.
TOR311-B273B53B913F,2026-04-21 14:45:38,Traffic Signal Repair,Parkdale-High Park (04),Public 311 benchmark,Transportation Services,Transportation Services,0.998,Completed,0,0.0777,Staff decision support only. Not an automated decision.
TOR311-D553CAA4152A,2026-04-08 08:27:41,Road Pothole / Road Damage,Don Valley West (15),Public 311 benchmark,Transportation Services,Transportation Services,1.0,Completed,0,0.0737,Staff decision support only. Not an automated decision.
TOR311-453E362A6070,2026-04-24 14:18:15,Sidewalk - Damaged /Brick/Interlock,Beaches-East York (19),Public 311 benchmark,Transportation Services,Transportation Services,0.981,In Progress,1,0.3619,Staff decision support only. Not an automated decision.
TOR311-2B30B1B8FB05,2026-04-13 16:29:45,Graffiti on Private Property,Toronto-Danforth (14),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9953,In Progress,1,0.4579,Staff decision support only. Not an automated decision.
TOR311-67E60CDE7597,2026-04-10 23:30:06,Business Complaint,Willowdale (18),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9922,Unknown,1,0.8565,Staff decision support only. Not an automated decision.
TOR311-712D048B91B8,2026-04-16 22:46:25,Construction Noise,Davenport (09),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9974,Completed,0,0.0186,Staff decision support only. Not an automated decision.
TOR311-4038C80BC912,2026-04-12 00:36:13,Zoning Regulations Violations,Toronto-Danforth (14),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9969,In Progress,1,0.4531,Staff decision support only. Not an automated decision.
TOR311-3906297C753D,2026-04-01 09:24:09,Road Pothole / Road Damage,Humber River-Black Creek (07),Public 311 benchmark,Transportation Services,Transportation Services,0.9999,Completed,0,0.0736,Staff decision support only. Not an automated decision.
TOR311-936D80BE4175,2026-04-29 17:44:11,Residential: Garbage Bin: Missing,Parkdale-High Park (04),Public 311 benchmark,Solid Waste Management Services,Solid Waste Management Services,0.9956,In Progress,1,0.0061,Staff decision support only. Not an automated decision.
TOR311-6BF39913B146,2026-04-10 08:26:55,Multi-residential Front End Loaded Oversized Items Not Picked Up,Scarborough-Agincourt (22),Public 311 benchmark,Solid Waste Management Services,Solid Waste Management Services,0.9974,Completed,0,0.0014,Staff decision support only. Not an automated decision.
TOR311-1AD919D18446,2026-04-16 13:21:25,Residential Oversized/Electronics Item Day Collection Not Picked Up,Don Valley East (16),Public 311 benchmark,Solid Waste Management Services,Solid Waste Management Services,0.9979,Cancelled,0,0.0003,Staff decision support only. Not an automated decision.
TOR311-9E519BEA91CF,2026-04-16 09:45:02,Report an Encroachment on City Property,Don Valley West (15),Public 311 benchmark,Transportation Services,Transportation Services,0.9959,New,1,0.183,Staff decision support only. Not an automated decision.
TOR311-43C1FED3F805,2026-04-20 17:59:15,Road Pothole / Road Damage,Eglinton-Lawrence (08),Public 311 benchmark,Transportation Services,Transportation Services,1.0,Completed,0,0.0497,Staff decision support only. Not an automated decision.
TOR311-ECED2FA54862,2026-04-01 08:19:14,Sewer Service Line-Blocked,Toronto-St. Paul's (12),Public 311 benchmark,Toronto Water,Toronto Water,0.9999,Completed,0,0.1213,Staff decision support only. Not an automated decision.
TOR311-A8C4ED9C443D,2026-04-29 14:50:00,Unauthorized Tree Injury or Removal,Willowdale (18),Public 311 benchmark,"Environment, Climate & Forestry","Environment, Climate & Forestry",0.9914,Completed,0,0.307,Staff decision support only. Not an automated decision.
TOR311-68CC9C530808,2026-04-13 11:30:45,General Pruning,Scarborough-Rouge Park (25),Public 311 benchmark,"Environment, Climate & Forestry","Environment, Climate & Forestry",0.9958,New,1,0.8282,Staff decision support only. Not an automated decision.
TOR311-DB024CE1C41C,2026-04-01 21:42:22,Publication Request - Solid Waste,Beaches-East York (19),Public 311 benchmark,311,311,0.9929,Completed,0,0.0016,Staff decision support only. Not an automated decision.
TOR311-47F223764F7B,2026-04-23 11:30:24,Investigate - Unsanitary Conditions,Toronto Centre (13),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9899,Completed,0,0.0506,Staff decision support only. Not an automated decision.
TOR311-08C4DFC176CE,2026-04-08 11:00:07,Taxi|| Limo Complaint,University-Rosedale (11),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9824,Unknown,1,0.946,Staff decision support only. Not an automated decision.
TOR311-556F8D626613,2026-04-28 13:52:30,Residential Bin Lid Damaged,Scarborough-Guildwood (24),Public 311 benchmark,Solid Waste Management Services,Solid Waste Management Services,0.9996,Completed,0,0.0003,Staff decision support only. Not an automated decision.
TOR311-59451E787D24,2026-04-20 11:04:12,Commercial Tree Pruning,Humber River-Black Creek (07),Public 311 benchmark,"Environment, Climate & Forestry","Environment, Climate & Forestry",0.9705,New,1,0.8053,Staff decision support only. Not an automated decision.
TOR311-2368E624F2AC,2026-04-17 13:21:46,Property Standards and Maintenance Violations,Scarborough-Rouge Park (25),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9999,Completed,0,0.3919,Staff decision support only. Not an automated decision.
TOR311-D41EB1DFE207,2026-04-10 02:12:55,Unreasonable and Persistent Noise,Davenport (09),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9896,Completed,0,0.0551,Staff decision support only. Not an automated decision.
TOR311-82C756029FBB,2026-04-29 23:29:36,Property Standards and Maintenance Violations,Davenport (09),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9999,Completed,0,0.3225,Staff decision support only. Not an automated decision.
TOR311-8A7344E7BBEC,2026-04-30 15:15:57,Residential Bin Wheel Damaged,Davenport (09),Public 311 benchmark,Solid Waste Management Services,Solid Waste Management Services,0.9902,Completed,0,0.0042,Staff decision support only. Not an automated decision.
TOR311-230A7B79DB2F,2026-04-07 09:21:44,Residential Bin Wheel Damaged,Etobicoke Centre (02),Public 311 benchmark,Solid Waste Management Services,Solid Waste Management Services,0.9867,Completed,0,0.0076,Staff decision support only. Not an automated decision.
TOR311-44A21084A89D,2026-04-15 14:05:39,Park Dog Off-leash Area Maintenance,University-Rosedale (11),Public 311 benchmark,Parks and Recreation,Parks and Recreation,0.9596,In Progress,1,0.2456,Staff decision support only. Not an automated decision.
TOR311-A070112D582E,2026-04-30 19:07:20,Injured - Wildlife,Don Valley North (17),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9976,Completed,0,0.0025,Staff decision support only. Not an automated decision.
TOR311-8BD0B6F789AA,2026-04-07 09:26:39,Road Pothole / Road Damage,Scarborough Centre (21),Public 311 benchmark,Transportation Services,Transportation Services,1.0,Completed,0,0.0082,Staff decision support only. Not an automated decision.
TOR311-120B2E16A3E1,2026-04-16 22:03:26,Road Pothole / Road Damage,University-Rosedale (11),Public 311 benchmark,Transportation Services,Transportation Services,1.0,Completed,0,0.0814,Staff decision support only. Not an automated decision.
TOR311-7EC023F79ECA,2026-04-15 07:18:58,Road Water Ponding,Scarborough-Guildwood (24),Public 311 benchmark,Transportation Services,Transportation Services,0.9849,Completed,0,0.1376,Staff decision support only. Not an automated decision.
TOR311-4BD87DAA4299,2026-04-11 22:34:28,Road Pothole / Road Damage,Etobicoke Centre (02),Public 311 benchmark,Transportation Services,Transportation Services,1.0,Completed,0,0.0314,Staff decision support only. Not an automated decision.
TOR311-BC2E9058151F,2026-04-17 12:04:13,Missing/Damaged/Faded Emergency Traffic Signs,University-Rosedale (11),Public 311 benchmark,Transportation Services,Transportation Services,0.9936,Completed,0,0.3595,Staff decision support only. Not an automated decision.
TOR311-FC4F64FB30E5,2026-04-12 21:10:52,Property Standards and Maintenance Violations,Davenport (09),Public 311 benchmark,Municipal Licensing & Standards,Municipal Licensing & Standards,0.9999,Completed,0,0.1909,Staff decision support only. Not an automated decision.
